,VCF0009z,VCF0004,VCF0706,VCF0707,VCF0708,VCF0301
16782,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16783,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16784,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16785,1.0,1972.0,,,,6. Weak Republican
16786,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16787,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16788,1.0,1972.0,2. Republican,1. Democrat,2. Republican,2. Weak Democrat
16789,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16790,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
16791,1.0,1972.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
16792,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
16793,1.0,1972.0,1. Democrat,1. Democrat,,3. Independent - Democrat
16794,1.0,1972.0,,,,5. Independent - Republican
16795,1.0,1972.0,2. Republican,,,1. Strong Democrat
16796,1.0,1972.0,2. Republican,,,1. Strong Democrat
16797,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,3. Independent - Democrat
16798,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,1. Strong Democrat
16799,1.0,1972.0,,,,4. Independent - Independent
16800,1.0,1972.0,1. Democrat,,,2. Weak Democrat
16801,1.0,1972.0,2. Republican,1. Democrat,2. Republican,4. Independent - Independent
16802,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,3. Independent - Democrat
16803,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
16804,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
16805,1.0,1972.0,,,,3. Independent - Democrat
16806,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16807,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16808,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
16809,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16810,1.0,1972.0,2. Republican,1. Democrat,2. Republican,3. Independent - Democrat
16811,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
16812,1.0,1972.0,,,,4. Independent - Independent
16813,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16814,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16815,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
16816,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16817,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16818,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16819,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16820,1.0,1972.0,,,,1. Strong Democrat
16821,1.0,1972.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,,4. Independent - Independent
16822,1.0,1972.0,,,,4. Independent - Independent
16823,1.0,1972.0,,,,1. Strong Democrat
16824,1.0,1972.0,2. Republican,2. Republican,,2. Weak Democrat
16825,1.0,1972.0,2. Republican,,,4. Independent - Independent
16826,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16827,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
16828,1.0,1972.0,2. Republican,2. Republican,1. Democrat,7. Strong Republican
16829,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16830,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16831,1.0,1972.0,,,,4. Independent - Independent
16832,1.0,1972.0,2. Republican,2. Republican,,2. Weak Democrat
16833,1.0,1972.0,2. Republican,,,5. Independent - Republican
16834,1.0,1972.0,,,,4. Independent - Independent
16835,1.0,1972.0,1. Democrat,,,2. Weak Democrat
16836,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16837,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16838,1.0,1972.0,2. Republican,2. Republican,1. Democrat,7. Strong Republican
16839,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16840,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16841,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
16842,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16843,1.0,1972.0,,,,2. Weak Democrat
16844,1.0,1972.0,2. Republican,1. Democrat,2. Republican,2. Weak Democrat
16845,1.0,1972.0,,,,6. Weak Republican
16846,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16847,1.0,1972.0,2. Republican,,,2. Weak Democrat
16848,1.0,1972.0,2. Republican,2. Republican,2. Republican,1. Strong Democrat
16849,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16850,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16851,1.0,1972.0,,,,2. Weak Democrat
16852,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,3. Independent - Democrat
16853,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
16854,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
16855,1.0,1972.0,2. Republican,2. Republican,,4. Independent - Independent
16856,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
16857,1.0,1972.0,2. Republican,2. Republican,2. Republican,2. Weak Democrat
16858,1.0,1972.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
16859,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16860,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16861,1.0,1972.0,,,,2. Weak Democrat
16862,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16863,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
16864,1.0,1972.0,,,,3. Independent - Democrat
16865,1.0,1972.0,1. Democrat,2. Republican,,4. Independent - Independent
16866,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
16867,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16868,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16869,1.0,1972.0,,,,6. Weak Republican
16870,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16871,1.0,1972.0,1. Democrat,2. Republican,,4. Independent - Independent
16872,1.0,1972.0,,,,6. Weak Republican
16873,1.0,1972.0,1. Democrat,1. Democrat,,4. Independent - Independent
16874,1.0,1972.0,2. Republican,,,6. Weak Republican
16875,1.0,1972.0,,,,3. Independent - Democrat
16876,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16877,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
16878,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,2. Weak Democrat
16879,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
16880,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16881,1.0,1972.0,2. Republican,,,7. Strong Republican
16882,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
16883,1.0,1972.0,,,,6. Weak Republican
16884,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16885,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16886,1.0,1972.0,,,,3. Independent - Democrat
16887,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16888,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16889,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16890,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16891,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
16892,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16893,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16894,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
16895,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
16896,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
16897,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16898,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16899,1.0,1972.0,,,,4. Independent - Independent
16900,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
16901,1.0,1972.0,2. Republican,1. Democrat,2. Republican,2. Weak Democrat
16902,1.0,1972.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
16903,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
16904,1.0,1972.0,2. Republican,,,7. Strong Republican
16905,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
16906,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
16907,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
16908,1.0,1972.0,4. Other (incl. 3d/minor party candidates and write-ins),2. Republican,,4. Independent - Independent
16909,1.0,1972.0,2. Republican,1. Democrat,2. Republican,4. Independent - Independent
16910,1.0,1972.0,2. Republican,,,2. Weak Democrat
16911,1.0,1972.0,2. Republican,,,1. Strong Democrat
16912,1.0,1972.0,,,,4. Independent - Independent
16913,1.0,1972.0,2. Republican,1. Democrat,,5. Independent - Republican
16914,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16915,1.0,1972.0,2. Republican,1. Democrat,,6. Weak Republican
16916,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16917,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16918,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
16919,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16920,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16921,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,2. Weak Democrat
16922,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16923,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,2. Weak Democrat
16924,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
16925,1.0,1972.0,,,,1. Strong Democrat
16926,1.0,1972.0,2. Republican,,2. Republican,1. Strong Democrat
16927,1.0,1972.0,,,,2. Weak Democrat
16928,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16929,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16930,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
16931,1.0,1972.0,,,,1. Strong Democrat
16932,1.0,1972.0,2. Republican,,1. Democrat,2. Weak Democrat
16933,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16934,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16935,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16936,1.0,1972.0,,,,7. Strong Republican
16937,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16938,1.0,1972.0,,,,6. Weak Republican
16939,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
16940,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16941,1.0,1972.0,,,,3. Independent - Democrat
16942,1.0,1972.0,2. Republican,2. Republican,1. Democrat,4. Independent - Independent
16943,1.0,1972.0,,,,6. Weak Republican
16944,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
16945,1.0,1972.0,2. Republican,,,5. Independent - Republican
16946,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16947,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,4. Independent - Independent
16948,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
16949,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
16950,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
16951,1.0,1972.0,2. Republican,2. Republican,2. Republican,5. Independent - Republican
16952,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
16953,1.0,1972.0,2. Republican,2. Republican,2. Republican,2. Weak Democrat
16954,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16955,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
16956,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16957,1.0,1972.0,1. Democrat,2. Republican,2. Republican,6. Weak Republican
16958,1.0,1972.0,,,,5. Independent - Republican
16959,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16960,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
16961,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16962,1.0,1972.0,2. Republican,,,2. Weak Democrat
16963,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
16964,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
16965,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
16966,1.0,1972.0,4. Other (incl. 3d/minor party candidates and write-ins),,,5. Independent - Republican
16967,1.0,1972.0,2. Republican,2. Republican,,4. Independent - Independent
16968,1.0,1972.0,1. Democrat,2. Republican,,2. Weak Democrat
16969,1.0,1972.0,4. Other (incl. 3d/minor party candidates and write-ins),,,4. Independent - Independent
16970,1.0,1972.0,2. Republican,,,7. Strong Republican
16971,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
16972,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
16973,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
16974,1.0,1972.0,2. Republican,1. Democrat,,1. Strong Democrat
16975,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
16976,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,2. Weak Democrat
16977,1.0,1972.0,,,,4. Independent - Independent
16978,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
16979,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
16980,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16981,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
16982,1.0,1972.0,1. Democrat,1. Democrat,,5. Independent - Republican
16983,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
16984,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
16985,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
16986,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16987,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
16988,1.0,1972.0,2. Republican,,,6. Weak Republican
16989,1.0,1972.0,,,,2. Weak Democrat
16990,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
16991,1.0,1972.0,2. Republican,,2. Republican,7. Strong Republican
16992,1.0,1972.0,2. Republican,1. Democrat,2. Republican,5. Independent - Republican
16993,1.0,1972.0,2. Republican,,2. Republican,2. Weak Democrat
16994,1.0,1972.0,,,,3. Independent - Democrat
16995,1.0,1972.0,,,,4. Independent - Independent
16996,1.0,1972.0,1. Democrat,,1. Democrat,2. Weak Democrat
16997,1.0,1972.0,2. Republican,,,7. Strong Republican
16998,1.0,1972.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
16999,1.0,1972.0,,,,4. Independent - Independent
17000,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,5. Independent - Republican
17001,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17002,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
17003,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17004,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
17005,1.0,1972.0,1. Democrat,2. Republican,1. Democrat,1. Strong Democrat
17006,1.0,1972.0,2. Republican,2. Republican,2. Republican,3. Independent - Democrat
17007,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17008,1.0,1972.0,2. Republican,1. Democrat,,4. Independent - Independent
17009,1.0,1972.0,1. Democrat,2. Republican,,3. Independent - Democrat
17010,1.0,1972.0,,,,4. Independent - Independent
17011,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,5. Independent - Republican
17012,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17013,1.0,1972.0,2. Republican,1. Democrat,,7. Strong Republican
17014,1.0,1972.0,2. Republican,,2. Republican,3. Independent - Democrat
17015,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17016,1.0,1972.0,2. Republican,,,4. Independent - Independent
17017,1.0,1972.0,,,,7. Strong Republican
17018,1.0,1972.0,2. Republican,1. Democrat,,7. Strong Republican
17019,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
17020,1.0,1972.0,2. Republican,1. Democrat,,5. Independent - Republican
17021,1.0,1972.0,,,,4. Independent - Independent
17022,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
17023,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
17024,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17025,1.0,1972.0,2. Republican,1. Democrat,,1. Strong Democrat
17026,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17027,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
17028,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
17029,1.0,1972.0,,,,7. Strong Republican
17030,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
17031,1.0,1972.0,,,,2. Weak Democrat
17032,1.0,1972.0,2. Republican,,2. Republican,6. Weak Republican
17033,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17034,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
17035,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17036,1.0,1972.0,1. Democrat,1. Democrat,,3. Independent - Democrat
17037,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17038,1.0,1972.0,2. Republican,2. Republican,,2. Weak Democrat
17039,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
17040,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17041,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,6. Weak Republican
17042,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,1. Strong Democrat
17043,1.0,1972.0,1. Democrat,1. Democrat,2. Republican,4. Independent - Independent
17044,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17045,1.0,1972.0,1. Democrat,2. Republican,,5. Independent - Republican
17046,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
17047,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
17048,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17049,1.0,1972.0,2. Republican,1. Democrat,,7. Strong Republican
17050,1.0,1972.0,2. Republican,,,5. Independent - Republican
17051,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17052,1.0,1972.0,1. Democrat,2. Republican,,4. Independent - Independent
17053,1.0,1972.0,2. Republican,,,4. Independent - Independent
17054,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17055,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
17056,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17057,1.0,1972.0,2. Republican,,1. Democrat,2. Weak Democrat
17058,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
17059,1.0,1972.0,,,,1. Strong Democrat
17060,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17061,1.0,1972.0,1. Democrat,,2. Republican,4. Independent - Independent
17062,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,4. Independent - Independent
17063,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17064,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17065,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
17066,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17067,1.0,1972.0,2. Republican,2. Republican,1. Democrat,7. Strong Republican
17068,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
17069,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17070,1.0,1972.0,1. Democrat,1. Democrat,,3. Independent - Democrat
17071,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
17072,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,6. Weak Republican
17073,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17074,1.0,1972.0,2. Republican,,,5. Independent - Republican
17075,1.0,1972.0,1. Democrat,,,5. Independent - Republican
17076,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
17077,1.0,1972.0,2. Republican,1. Democrat,,6. Weak Republican
17078,1.0,1972.0,,,,1. Strong Democrat
17079,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
17080,1.0,1972.0,1. Democrat,,,3. Independent - Democrat
17081,1.0,1972.0,2. Republican,2. Republican,2. Republican,4. Independent - Independent
17082,1.0,1972.0,2. Republican,,,6. Weak Republican
17083,1.0,1972.0,2. Republican,1. Democrat,,5. Independent - Republican
17084,1.0,1972.0,1. Democrat,1. Democrat,,3. Independent - Democrat
17085,1.0,1972.0,,,,2. Weak Democrat
17086,1.0,1972.0,,,,2. Weak Democrat
17087,1.0,1972.0,2. Republican,2. Republican,,7. Strong Republican
17088,1.0,1972.0,,,,4. Independent - Independent
17089,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17090,1.0,1972.0,1. Democrat,,1. Democrat,3. Independent - Democrat
17091,1.0,1972.0,,,,1. Strong Democrat
17092,1.0,1972.0,1. Democrat,,,1. Strong Democrat
17093,1.0,1972.0,1. Democrat,,,1. Strong Democrat
17094,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
17095,1.0,1972.0,,,,5. Independent - Republican
17096,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
17097,1.0,1972.0,,,,5. Independent - Republican
17098,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
17099,1.0,1972.0,2. Republican,1. Democrat,,6. Weak Republican
17100,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
17101,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17102,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17103,1.0,1972.0,2. Republican,2. Republican,,5. Independent - Republican
17104,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17105,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,2. Weak Democrat
17106,1.0,1972.0,2. Republican,1. Democrat,,4. Independent - Independent
17107,1.0,1972.0,,,,3. Independent - Democrat
17108,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17109,1.0,1972.0,2. Republican,1. Democrat,2. Republican,2. Weak Democrat
17110,1.0,1972.0,2. Republican,,,5. Independent - Republican
17111,1.0,1972.0,2. Republican,2. Republican,1. Democrat,6. Weak Republican
17112,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,6. Weak Republican
17113,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,3. Independent - Democrat
17114,1.0,1972.0,2. Republican,1. Democrat,2. Republican,5. Independent - Republican
17115,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
17116,1.0,1972.0,,,,4. Independent - Independent
17117,1.0,1972.0,,,,4. Independent - Independent
17118,1.0,1972.0,,,,1. Strong Democrat
17119,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,1. Strong Democrat
17120,1.0,1972.0,2. Republican,2. Republican,2. Republican,6. Weak Republican
17121,1.0,1972.0,,,,5. Independent - Republican
17122,1.0,1972.0,,,,2. Weak Democrat
17123,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
17124,1.0,1972.0,,,,3. Independent - Democrat
17125,1.0,1972.0,1. Democrat,,,2. Weak Democrat
17126,1.0,1972.0,2. Republican,1. Democrat,,2. Weak Democrat
17127,1.0,1972.0,2. Republican,,2. Republican,4. Independent - Independent
17128,1.0,1972.0,,,,4. Independent - Independent
17129,1.0,1972.0,2. Republican,,1. Democrat,2. Weak Democrat
17130,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17131,1.0,1972.0,2. Republican,2. Republican,2. Republican,7. Strong Republican
17132,1.0,1972.0,,,,2. Weak Democrat
17133,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17134,1.0,1972.0,2. Republican,2. Republican,,4. Independent - Independent
17135,1.0,1972.0,1. Democrat,1. Democrat,,1. Strong Democrat
17136,1.0,1972.0,1. Democrat,1. Democrat,,2. Weak Democrat
17137,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
17138,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17139,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,2. Weak Democrat
17140,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17141,1.0,1972.0,,,,2. Weak Democrat
17142,1.0,1972.0,2. Republican,,2. Republican,3. Independent - Democrat
17143,1.0,1972.0,2. Republican,2. Republican,,6. Weak Republican
17144,1.0,1972.0,1. Democrat,1. Democrat,1. Democrat,1. Strong Democrat
17145,1.0,1972.0,,,,5. Independent - Republican
17146,1.0,1972.0,2. Republican,,1. Democrat,4. Independent - Independent
17147,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,7. Strong Republican
17148,1.0,1972.0,1. Democrat,2. Republican,,3. Independent - Democrat
17149,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,3. Independent - Democrat
17150,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,6. Weak Republican
17151,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17152,1.0,1972.0,7. Did not vote or voted but not for president (exc.1972),,,4. Independent - Independent
17153,1.0,1972.0,2. Republican,1. Democrat,1. Democrat,2. Weak Democrat
17154,1.0,1972.0,2. Republican,1. Democrat,2. Republican,4. Independent - Independent
